Company,Time,Financial Distress,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,class
2,7,2.3459,1.5756,0.2621,0.56448,1.1565,0.34862,0.29984,0.85817,0.22663,0.6018,0.2816,0.82076,22.353,0.43552,1.2961,2.7964,0.30145,2.368,0.018611,0.013486,0.035728,1.409,6.9621,0.33524,0.52091,1905.6,12.763,3.8569,0.3416,0.043566,0.44703,3.5866,0.38655,0.92282,3.5622,128.74,0.31933,0.10003,0.016093,0.1819,0.16611,2.6554,0.33974,2.6219,1.5779,0.68847,0.46431,1.297,3166.5,1.1961,0.66476,12.908,0.31169,0.38769,1406.3,0.1452,0.32465,0.15857,-0.0026964,-0.0023316,0.22077,-0.075348,-0.23637,-3.0266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0,28,79.951,66.12,59.471,18,12,-13.4,29,2.0474,13,33,
2,8,2.2499,1.5443,0.24091,0.59073,1.077,0.32561,0.30117,1.121,0.22369,0.58863,0.2776,0.85453,19.79,0.40927,1.4434,1.8215,0.30234,3.4133,0.024321,0.015278,0.043952,1.2603,7.8494,0.33971,0.55335,2035.8,13.319,3.5759,0.74347,0.037377,0.6203,2.6874,0.57597,0.93673,5.1694,197.64,0.28192,0.091326,0.022583,0.6236,0.1372,2.6314,0.60254,2.9829,1.7559,0.73588,0.40782,1.447,3458.6,1.352,0.66029,13.393,0.3095,0.36586,2267.4,0.23152,0.20834,0.44007,-0.00057524,-0.00053413,0.22343,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2,28,84.66,73.2,63.88,16,12,1.2,29,2.3459,14,34,
2,9,2.2826,1.7217,0.21525,0.55229,0.84101,0.2935,0.33336,1.2869,0.25594,0.48077,0.29988,0.79527,14.713,0.44771,1.2336,6.1565,0.34898,2.9763,0.025124,0.02372,0.054392,1.0575,4.2601,0.42764,0.46191,1615,13.528,2.5228,0.23312,0.090386,0.59444,3.8913,0.70682,0.83634,5.2,58.475,0.27066,0.20189,0.029873,-0.037053,0.19742,1.8785,0.10175,2.2678,1.0903,0.74459,0.38973,1.2366,3359.1,1.0317,0.57236,13.355,0.35716,0.35965,1984.3,0.048413,0.16173,0.77428,-0.00074905,-0.00089065,0.22358,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601,38.855,12.4,10.131,4,27,93.883,82.3,74.497,16.5,13,0.6,29,2.2499,15,35,
2,10,1.7982,1.7232,0.20863,0.53398,0.78651,0.29303,0.3298,1.3548,0.26526,0.44769,0.31379,0.78584,12.36,0.46602,1.1458,1.2984,0.37257,2.7874,0.0046487,0.030144,0.010194,1.0009,3.824,0.45072,0.45605,1517.6,13.72,2.3848,0.21191,0.077934,0.61784,6.4314,0.78555,0.85405,5.0746,277.27,0.26549,0.16723,0.0059106,0.13338,0.20568,1.6877,0.17466,2.2658,1.0144,0.70769,0.39071,1.1476,3389.9,0.9786,0.54928,13.48,0.38133,0.3545,2187,0.080316,0.15499,0.26261,-0.00067856,-0.00086275,0.2274,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,29,2.2826,16,36,
2,11,2.8277,1.6307,0.18623,0.54772,0.72819,0.27358,0.32085,1.1011,0.25575,0.41177,0.28018,0.82958,8.3125,0.45228,1.211,3.7455,0.37569,2.2426,0.024542,0.045196,0.04824,0.87778,4.36,0.44553,0.50873,1195.3,14.065,2.2696,0.41169,0.038984,0.56015,8.0261,0.76923,0.92882,4.0446,96.116,0.22449,0.086195,0.033702,0.30701,0.16702,1.61,0.26015,2.708,1.1151,0.7094,0.34002,1.2127,2902.8,1.1248,0.55447,13.748,0.38912,0.32443,2526.3,0.1151,0.18004,0.14634,0,0,0.2248,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,29,1.7982,17,37,
2,12,2.9413,2.1723,0.31945,0.44139,0.94698,0.4274,0.48126,1.392,0.33734,0.57188,0.40179,0.89178,10.686,0.55861,0.79017,4.9692,0.45132,1.9826,0.038543,0.042237,0.093889,1.0619,8.9567,0.49243,0.41052,2248.3,14.381,1.9677,0.3707,0.030874,0.57144,9.535,0.60344,0.93005,3.9062,72.446,0.35822,0.05527,0.040701,0.78254,0.10573,1.6953,1.3512,5.2834,3.0214,0.86153,0.72374,0.79061,3931.4,0.7349,0.50757,14.326,0.46243,0.46633,4272.3,0.4032,0.24243,-0.13228,0.00012618,0.00013324,0.21425,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,29,2.8277,18,38,
2,13,2.6598,2.0924,0.30348,0.43822,0.99193,0.4263,0.46532,1.4912,0.30595,0.54022,0.40856,0.8913,11.393,0.56178,0.78007,3.4146,0.42977,2.2487,0.016099,0.037721,0.037793,1.1129,9.8047,0.51161,0.42597,2184.8,14.586,2.1317,0.22751,0.01225,0.63521,9.9398,0.64037,0.97205,4.6043,105.43,0.3405,0.021807,0.01623,0.28578,0.10117,1.7657,0.16615,5.5528,2.9998,0.82831,0.69253,0.78026,4044.3,0.75826,0.48839,14.577,0.44034,0.50748,5137.5,0.076703,0.21544,0.17457,0,0,0.22401,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,29,2.9413,19,39,
2,14,2.232,2.2263,0.32588,0.40651,0.90804,0.45534,0.49355,1.6528,0.35888,0.54909,0.41963,0.89601,12.617,0.59349,0.68495,1.3911,0.50146,1.9978,0.0086489,0.039744,0.02149,1.0134,9.5263,0.58209,0.40246,2065.6,14.864,1.8398,0.32065,0.0040476,0.66519,3.4925,0.73255,0.99004,4.7804,258.79,0.3637,0.00682,0.0095247,0.20896,0.09532,1.53,0.41811,6.2263,3.4188,0.8316,0.80166,0.68506,3761.8,0.67812,0.41791,14.767,0.51072,0.52857,6037.3,0.17291,0.18995,0.24429,0,0,0.22466,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,29,2.6598,20,40,
3,1,-1.6599,0.8744,-0.034676,0.7935,0.60952,-0.0026316,-0.086847,0.50609,-0.056892,-0.16793,-0.034521,0.60458,-0.026892,0.2065,3.8427,2.4969,-0.0043176,3.0098,0.016571,0.16055,0.023966,1.0082,1.6689,0.04054,0.69143,-304.53,12.664,-7.0182,-0.090157,0.10207,0.34993,1.85E+05,0.57411,0.87137,3.137,144.18,-0.057356,0.49429,0.027187,-0.019303,0.36522,2.9517,-10.37,0.56541,-0.094947,-0.42057,-0.0437,3.8427,1813.5,3.3484,0.95946,12.169,0.032927,0.02471,162.21,-1,0.1943,0.14114,0,0,0,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,364.95,15.8,61.476,4,36,85.437,27.07,26.102,16,16,0.2,25,-0.30317,8,37,
4,1,0.02275,0.83537,0.06431,0.6143,0.49359,0.097075,-0.096852,0.18896,0.13029,0.16674,0.00089543,0.49143,2.595,0.3857,1.5927,8.3744,0.19667,1.118,0.031997,0.07579,0.054391,1.0044,1.1765,0.26216,0.58828,497.13,12.642,-5.0963,0.072613,0.02602,0.11116,5.9728,0.22521,0.95764,1.5153,42.988,0.13086,0.067462,0.064826,-0.052438,0.41953,1.2797,-0.38165,0.91935,0.15329,-0.25111,0.10469,1.6183,2981.5,1.5253,0.73784,11.936,0.22249,0.1294,243.8,-0.23582,0.32574,0.11334,-0.010436,-0.021144,0.12405,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,364.95,15.8,61.476,4,36,85.437,27.07,26.102,16,16,0.2,12,0.0069217,28,44,
4,2,0.003775,0.93286,0.042339,0.61528,0.49212,0.08786,-0.039606,0.1909,0.086033,0.11005,0.00495,0.55026,1.8168,0.38472,1.5993,7.9159,0.17853,0.89707,0.02296,0.098269,0.038925,0.89434,1.3211,0.24486,0.58987,194.59,12.815,-12.426,0.18911,0.025414,0.1126,2.9746,0.22881,0.9587,1.188,45.478,0.076943,0.066058,0.046656,0.18557,0.37252,1.2792,-0.21715,1.0327,0.11366,-0.10295,0.068812,1.6215,1768.1,1.5333,0.75514,12.106,0.22877,0.1205,274.99,-0.1218,0.41426,0.055868,-0.0078139,-0.015878,0.19204,7.4166,7.105,14.321,18.77,124.76,26.124,11.8,8322.8,0.1896,15.6,24.579,0,36,107.09,31.31,30.194,17,16,0.4,12,0.02275,29,45,
4,3,0.00018333,0.93575,0.051198,0.64823,0.63071,0.089359,-0.040794,0.19663,0.081176,0.14554,0.00075299,0.59413,2.1539,0.35177,1.8428,7.6529,0.14168,1.1333,0.037156,0.065778,0.05852,1.0616,1.8886,0.22281,0.63492,256.68,12.902,-15.461,0.090819,0.013304,0.12484,2.1968,0.19794,0.97948,1.4583,47.041,0.086173,0.037821,0.058911,0.39801,0.33395,1.793,0.31907,1.0534,0.15331,-0.11597,0.078982,1.8686,1763.6,1.8049,0.77719,12.441,0.19875,0.14053,493.1,0.13759,0.43251,-0.022115,-0.0007505,-0.0011899,0.14563,3.6373,7.0213,1.1538,9.8951,6.4467,30.245,10.3,8747,11.946,15.2,20.7,0,35,120.87,36.07,35.273,17,15,-0.2,12,0.003775,30,46,
4,4,0.22253,0.92927,0.044282,0.6581,0.62542,0.069817,-0.046241,0.19544,0.070804,0.12952,5.31E-05,0.60752,2.2469,0.3419,1.9248,6.4299,0.11163,1.1032,0.020012,0.049682,0.03061,1.0295,1.9419,0.20375,0.65376,152.94,12.935,-13.525,0.033381,0.0043382,0.12777,3.2032,0.2043,0.99341,1.3855,55.988,0.07289,0.012688,0.031997,0.024716,0.32206,1.8292,-0.10621,1.0616,0.1375,-0.13525,0.067288,1.9518,1180.9,1.9121,0.79625,12.465,0.14889,0.12743,495.62,-0.056086,0.45142,-0.003412,0.00040294,0.00064427,0.1405,5.1442,9.9099,2.0408,-1.4903,-21.907,34.285,11.5,9042.5,-18.748,10.4,47.429,4,33,54.806,39.8,38.377,17.167,16,5.6,12,0.00018333,31,47,
4,5,0.44662,1.086,0.080419,0.57018,0.66855,0.1124,0.048281,0.33217,0.12029,0.1871,0.067581,0.60966,2.4925,0.42982,1.3266,5.3558,0.16812,1.2398,0.052728,0.067448,0.093926,1.0966,2.2419,0.24094,0.56138,264.81,12.887,13.847,-0.046601,0.008807,0.18647,26.873,0.27892,0.98455,1.6334,67.217,0.13191,0.02049,0.078869,0.019147,0.29821,1.5554,0.73143,1.4413,0.26967,0.11233,0.14104,1.3418,1415.3,1.3061,0.75906,12.484,0.21949,0.16108,466.74,0.26778,0.40931,-0.11722,-0.013775,-0.020604,0.12405,5.3189,5.7874,3.9589,4.1343,3.8227,39.432,11.3,9225.9,-43.911,11.9,25.157,4,31,59.806,44.53,42.822,15.5,14,2.1,12,0.22253,32,48,
4,6,1.2394,1.19,0.12238,0.5663,0.78135,0.20811,0.10594,0.29836,0.15662,0.28217,0.11649,0.66341,4.5916,0.4337,1.3057,8.6687,0.26634,1.2036,0.052622,0.058007,0.094396,1.1778,3.18,0.32836,0.55746,469.21,13.039,7.3752,0.16437,0.008833,0.16633,12.175,0.21287,0.9844,1.7921,41.529,0.18447,0.020367,0.067348,0.36082,0.24571,1.8016,0.77188,1.7651,0.49807,0.24427,0.2161,1.3184,1662.9,1.2854,0.67164,12.792,0.30299,0.25656,745.83,0.27847,0.436,-0.040633,-0.0027169,-0.0034771,0.31311,6.7298,11.801,-0.1823,5.8267,2.6566,27.729,10.5,9357.4,-10.689,18.4,1.3677,2,29,66.262,52.74,49.206,15.5,12,-6.4,12,0.44662,33,49,
4,7,1.7741,1.8267,0.26758,0.35965,1.0297,0.27086,0.28859,0.45172,0.25986,0.41787,0.32207,0.63767,11.998,0.64035,0.56164,7.8692,0.26304,1.443,0.014758,0.021924,0.042276,1.6148,3.6826,0.34124,0.34908,1029.7,13.043,3.5681,0.0037014,0.010574,0.15768,6.9232,0.15313,0.9706,2.1905,45.748,0.41963,0.016513,0.014332,0.32274,0.27961,1.608,1.1946,2.2901,0.95697,0.45067,0.74401,0.56575,2464.3,0.54513,0.65876,13.072,0.29084,0.35138,890.48,0.37395,0.47008,0.14222,0,0,0.098636,-0.075348,-0.23637,-3.0266,5.7748,-20.982,15.916,10.4,9667.3,4.7909,25.4,41.598,0,28,79.951,66.12,59.471,18,12,-13.4,12,1.2394,34,50,
4,8,0.72655,1.7263,0.19411,0.3838,0.86503,0.25093,0.2469,0.4611,0.2244,0.31502,0.36453,0.58683,148.18,0.6162,0.62286,8.5602,0.29008,1.3486,0.043975,0.0019576,0.12937,1.4741,2.4106,0.36353,0.33992,944.73,13.278,3.5035,0.26471,0.043881,0.15674,11.139,0.1812,0.88567,2.1188,42.055,0.33078,0.071213,0.050837,0.062444,0.35885,1.4038,-0.082546,1.7171,0.54093,0.40069,0.50576,0.62653,2999,0.55165,0.63647,13.133,0.31995,0.31446,953.22,-0.04305,0.40826,0.6231,0,0,0.25944,0.0054619,-2.5748,-0.39328,-1.6532,57.368,23.905,11.9,9979.2,51.714,10.8,-1.7109,2,28,84.66,73.2,63.88,16,12,1.2,12,1.7741,35,51,
4,9,0.8559,1.5447,0.19438,0.37819,0.77048,0.21684,0.20037,0.39513,0.25229,0.3126,0.24975,0.56818,92.486,0.62181,0.60821,7.4631,0.28144,1.2883,0.03359,0.0030431,0.091321,1.356,1.9552,0.35862,0.36782,565.47,13.456,3.8454,0.19546,0.010373,0.14534,22.636,0.18863,0.97257,2.0087,48.238,0.34211,0.016681,0.043596,0.064787,0.39407,1.2391,0.19711,1.5779,0.49327,0.32223,0.51397,0.61112,1808.9,0.59153,0.64138,13.195,0.31112,0.27631,967.51,0.089713,0.38357,0.31278,0.00078059,0.0010131,0.15589,5.7265,8.4799,7.4959,2.3437,85.814,25.17,13.5,10601,38.855,12.4,10.131,4,27,93.883,82.3,74.497,16.5,13,0.6,12,0.72655,36,52,
4,10,1.4163,2.1297,0.12151,0.3346,0.81157,0.16804,0.35976,0.63328,0.14972,0.18261,0.29114,0.67821,13.253,0.6654,0.50285,4.6793,0.20705,1.2524,0.020363,0.015624,0.063945,1.1966,2.8809,0.28717,0.31845,357.21,13.467,2.2559,0.010532,0.016154,0.20166,15.9,0.24849,0.95172,1.7569,76.935,0.17916,0.024276,0.025091,0.064427,0.28171,1.2197,-0.3683,2.362,0.43133,0.54067,0.36315,0.50502,1956.1,0.47858,0.71283,13.258,0.23412,0.23306,1029.8,-0.22572,0.46193,-0.2776,0,0,0.26502,3.0621,3.9554,-0.53449,-9.302,11.207,20.132,12.3,13568,14.529,21.5,33.768,2,22,100,100,100,17.125,14.5,-7,12,0.8559,37,53,
4,11,1.8118,1.5107,0.23817,0.44954,0.87366,0.32337,0.22424,0.36379,0.27261,0.43267,0.30932,0.66332,23.782,0.55046,0.81666,10.13,0.37013,1.2957,0.059388,0.015564,0.13526,1.3171,2.814,0.43268,0.43908,1090.5,13.91,3.8961,0.55749,0.010464,0.15973,7.9118,0.18283,0.97672,2.2838,35.537,0.35906,0.01901,0.067976,0.67666,0.31047,1.5872,2.0528,1.773,0.76713,0.40737,0.52981,0.81932,2520.4,0.79765,0.56732,13.775,0.38515,0.37801,1681.3,0.50652,0.38255,0.71648,-0.0043681,-0.0049998,0.2513,-7.714,-11.824,-25.736,-21.411,46.844,30.046,12.2,26059,3.8523,30.5,-10.665,0,28,91.5,130.5,132.4,20,14.5,-16,12,1.4163,38,54,
4,12,0.86188,1.9022,0.21737,0.36024,0.9797,0.29364,0.32087,0.78257,0.22187,0.33977,0.31619,0.6765,13.815,0.63976,0.5631,4.2073,0.29973,1.9955,0.031376,0.021696,0.088226,1.4482,3.0629,0.3326,0.35563,1245.6,14.134,3.0533,0.2515,0.0046094,0.27831,21.732,0.28408,0.9872,2.99,85.566,0.32131,0.0072049,0.032026,0.40339,0.31986,1.5314,0.14221,2.0001,0.67957,0.50155,0.60339,0.56437,3665.9,0.55589,0.6674,14.114,0.3115,0.32585,2131.8,0.066383,0.32765,0.28938,0,0,0.22203,-0.32511,-0.71099,-3.0659,-17.899,107.71,38.823,10.4,31839,-25.841,34.7,36.03,2,32,87.1,175.9,178.1,20,14.5,-20.2,12,1.8118,39,55,
4,13,1.0964,2.0867,0.16606,0.31573,0.90574,0.23381,0.33887,0.86546,0.18335,0.24269,0.30473,0.65071,11.075,0.68427,0.46141,3.6752,0.25814,1.7406,0.0090174,0.023308,0.028917,1.3919,2.6254,0.3066,0.31184,469.68,14.162,2.6728,0.028289,0.0038907,0.26988,15.559,0.29797,0.98768,2.5103,97.954,0.2552,0.0056859,0.0099558,-0.049333,0.345,1.3237,-0.21441,1.9834,0.48135,0.49523,0.52597,0.463,1935.3,0.45572,0.6934,14.063,0.27851,0.2777,2065.9,-0.12008,0.36081,0.10909,0,0,0.2451,3.2148,1.5719,7.1562,-4.5408,-20.861,22.334,10.6,32801,-58.122,15.6,22.571,2,30,92.9,203.2,204.5,22,22,6.4,12,0.86188,40,56,
4,14,1.277,3.1096,0.13363,0.21635,0.70654,0.17303,0.44608,1.2587,0.18914,0.17053,0.3926,0.65753,57.872,0.78365,0.27607,3.7567,0.2449,1.3503,0.06494,0.0042318,0.30712,1.0745,2.0903,0.31752,0.21145,373.2,14.149,1.5839,-0.012581,0.0048992,0.26614,7.4763,0.37668,0.97736,1.9785,95.829,0.20324,0.0062517,0.091912,-0.22975,0.33801,0.90159,-0.20542,2.3184,0.39535,0.56923,0.61768,0.2769,2188.5,0.26982,0.68248,13.802,0.28408,0.22434,1758.6,-0.11447,0.35712,-0.032566,0,0,0.24307,-1.5863,-7.5046,12.145,-20.229,28.286,30.023,11,34501,-32.209,11.9,13.871,1,29,91.7,227.5,214.5,21,20.5,8.6,12,1.0964,41,57,
5,1,0.07455,1.2101,0.11839,0.76603,0.72283,0.15688,0.15207,0.32132,0.16379,0.50601,0.08407,0.87597,18.948,0.23397,3.274,3.8539,0.21704,0.88644,0.021469,0.011454,0.029657,0.82518,7.3789,0.25563,0.72391,1359.3,13.954,4.7534,0.09832,0.042122,0.23261,10.197,0.3218,0.94501,1.1909,93.412,0.13516,0.18003,0.029701,0.27515,0.09796,3.0894,0.11961,2.3884,1.2086,0.64994,0.15455,3.2918,2686.3,3.094,0.74437,13.629,0.23566,0.18478,272.73,0.056431,0.60698,0.054837,0.0021086,0.0029172,0.18865,7.1241,15.381,3.2702,17.872,34.692,30.087,12.8,7991.4,364.95,15.8,61.476,4,36,85.437,27.07,26.102,16,16,0.2,23,0.96524,12,37,
